subject	origonal_subject	subject_name	subject_category	subject_mapped_with_taxon	subject_mapped_with_database	subject_mapped_with_level	object	origonal_object	object_name	object_category	object_mapped_with_taxon	object_mapped_with_database	object_mapped_with_level	article_curie	config_curator_name	config_curator_organization	file_name	pmc_file_caption	sample_size	p_value	multiple_testing_correction_method	assertion_strength	assertion_method	notes	knowledge_level	agent_type
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C3540792	Magnesium	Magnesium supplements, alimentary tract and metabolism	biolink:ChemicalEntity	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.023990	Benjamini Hochberg	0.155346	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHEBI:16170	Mercury	mercury(0)	biolink:SmallMolecule	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.004093	Benjamini Hochberg	0.007925	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C4553023	Albumin	Albumin metabolic function	biolink:BiologicalProcess	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.001097	Benjamini Hochberg	0.107637	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHEBI:25681	Omega-3	Omega-3 fatty acids	biolink:MolecularMixture	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000665	Benjamini Hochberg	0.017293	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0524587	MCV	Mean Corpuscular Volume	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000623	Benjamini Hochberg	0.006412	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C4551889	Creatinine	Creatinine metabolic function	biolink:BiologicalProcess	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000359	Benjamini Hochberg	0.169771	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0600137	BUN	Blood Urea Nitrogen	biolink:ChemicalEntity	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000310	Benjamini Hochberg	0.008671	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	GTOPDB:3726	Adiponectin	adiponectin	biolink:SmallMolecule	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	0.008201	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0201837	A/G ratio	Albumin/Globulin ratio (procedure)	biolink:Procedure	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	0.16817	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHEBI:75108	Linoleic acid	linoelaidic acid	biolink:SmallMolecule	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	0.019005	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHEBI:36005	DHA	docosahexaenoic acid	biolink:ChemicalEntity	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	0.075218	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	MONDO:0017773	HDL	hypoalphalipoproteinemia	biolink:Disease	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	0.003742	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHEBI:39026	LDL (particle size)	low-density lipoprotein	biolink:ChemicalEntity	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	0.162174	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	MONDO:0001673	Diarrhea (times per week)	diarrhea	biolink:Disease	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	-0.103301	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	GO:0030421	Bowel movements (times per week)	defecation	biolink:BiologicalProcess	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	-0.133791	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	NCIT:C57839	Nausea (times per week)	Nausea, CTCAE_3	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000000	Benjamini Hochberg	-0.091052	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	HP:0002027	Abdominal pain (times per week)	Abdominal pain	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000494	Benjamini Hochberg	-0.048167	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	MONDO:0007186	Acid reflux (times per week)	Heartburn	biolink:Disease	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000977	Benjamini Hochberg	-0.036057	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	HP:0004396	Poor-appetite (times per week)	Poor appetite	biolink:PhenotypicFeature	not applicable	babel	L2	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.004435	Benjamini Hochberg	-0.043561	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C1510451	French fries (times per week)	French fries	biolink:Food	not applicable	kg2	L3	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.027071	Benjamini Hochberg	-0.043383	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0813971	Second-hand smoking	Environmental Tobacco Smoke	biolink:ChemicalEntity	not applicable	babel	L2	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.034212	Benjamini Hochberg	-0.108837	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0453996	Smoking/tobacco	Tobacco smoking behavior	biolink:Behavior	not applicable	babel	L2	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.046978	Benjamini Hochberg	-0.066301	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHEBI:30879	Alcohol (times per week)	alcohol	biolink:ChemicalEntity	not applicable	babel	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.002897	Benjamini Hochberg	0.021926	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0042440	Vegetables (times per week)	Vegetables	biolink:Food	not applicable	kg2	L3	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000490	Benjamini Hochberg	0.037239	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	CHV:0000041859	Cruciferous vegetables (times per week)	cruciferous vegetables	biolink:Food	not applicable	kg2	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.000063	Benjamini Hochberg	0.038821	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
MONDO:0004975	Alzheimer's Disease	Alzheimer disease	biolink:Disease	not applicable	babel	L1	UMLS:C0453268	Fresh fruit (times per week)	Fresh fruit	biolink:Food	not applicable	kg2	L1	PMC:PMC7562722	Skye Lane Goetz	Institute for Systems Biology	41467_2020_18871_MOESM4_ESM.xlsx	Supplementary Data 1-9	3064	0.002953	Benjamini Hochberg	0.032588	Spearman correlation	Associations between host/lifestyle factors and microbiome diversity. Associations were tested by fitting linear regression models of Shannon diversity on each analyte, adjusting for age, sex, race of the individual, the season in which the microbiome sample was taken, and the microbiome sequencing vendor. Only factors with multiple hypotheses correction FDR p-value < 0.05 are shown.	statistical_association	data_analysis_pipeline
