id	name	category
GO:0022900	electron transport chain	biolink:BiologicalProcess
GO:0015980	energy derivation by oxidation of organic compounds	biolink:BiologicalProcess
GO:0007339	binding of sperm to zona pellucida	biolink:BiologicalProcess
GO:0051170	Nuclear Import	biolink:BiologicalProcess
GO:0019068	virion assembly	biolink:BiologicalProcess
GO:0000387	spliceosomal snRNP assembly	biolink:BiologicalProcess
UMLS:C0282636	Cell Respiration	biolink:BiologicalProcess
GO:0034975	protein folding in endoplasmic reticulum	biolink:BiologicalProcess
UMLS:C3544383	cell cycle phase transition	biolink:BiologicalProcess
GO:0006091	generation of precursor metabolites and energy	biolink:BiologicalProcess
GO:0032984	protein-containing complex disassembly	biolink:BiologicalProcess
GO:0035036	sperm-egg recognition	biolink:BiologicalProcess
GO:0033108	mitochondrial respiratory chain complex assembly	biolink:BiologicalProcess
GO:0009123	nucleoside monophosphate metabolic process	biolink:BiologicalProcess
GO:0000281	mitotic cytokinesis	biolink:BiologicalProcess
UMLS:C2828364	single fertilization	biolink:BiologicalProcess
GO:0051168	nuclear export	biolink:BiologicalProcess
GO:0042274	ribosomal small subunit biogenesis	biolink:BiologicalProcess
GO:0006403	RNA localization	biolink:BiologicalProcess
GO:0008037	cell recognition	biolink:BiologicalProcess
GO:0009141	nucleoside triphosphate metabolic process	biolink:BiologicalProcess
UMLS:C1157567	translational termination	biolink:BiologicalProcess
GO:0006458	'de novo' protein folding	biolink:BiologicalProcess
GO:0061640	cytoskeleton-dependent cytokinesis	biolink:BiologicalProcess
GO:0001649	osteoblast differentiation	biolink:BiologicalProcess
UMLS:C1658122	metaphase plate congression	biolink:PhysiologicalProcess
GO:1901685	glutathione derivative metabolic process	biolink:BiologicalProcess
UMLS:C5450550	G1 DNA damage checkpoint	biolink:BiologicalProcess
GO:0098754	detoxification	biolink:BiologicalProcess
GO:0071559	response to transforming growth factor beta	biolink:BiologicalProcess
GO:0000154	rRNA modification	biolink:BiologicalProcess
GO:0009566	fertilization	biolink:BiologicalProcess
GO:0071806	protein transmembrane transport	biolink:BiologicalProcess
UMLS:C1158724	histone mRNA metabolic process	biolink:BiologicalProcess
GO:0000910	cytokinesis	biolink:BiologicalProcess
GO:0071103	DNA conformation change	biolink:BiologicalProcess
NCBITaxon:563835	Chitinophagaceae	biolink:OrganismTaxon
NCBITaxon:51291	Chlamydiales	biolink:OrganismTaxon
NCBITaxon:119045	Methylobacteriaceae	biolink:OrganismTaxon
NCBIGene:9510	ADAMTS1	biolink:Gene
NCBIGene:133	ADM	biolink:Gene
NCBIGene:64782	AEN	biolink:Gene
NCBIGene:347902	AMIGO2	biolink:Gene
NCBIGene:392	ARHGAP1	biolink:Gene
NCBIGene:84159	ARID5B	biolink:Gene
NCBIGene:10095	ARPC1B	biolink:Gene
NCBIGene:10094	ARPC3	biolink:Gene
NCBIGene:427	ASAH1	biolink:Gene
NCBIGene:468	ATF4	biolink:Gene
NCBIGene:10159	ATP6AP2	biolink:Gene
NCBIGene:9212	AURKB	biolink:Gene
NCBIGene:9564	BCAR1	biolink:Gene
NCBIGene:627	BDNF	biolink:Gene
NCBIGene:10904	BLCAP	biolink:Gene
NCBIGene:2647	BLOC1S1	biolink:Gene
NCBIGene:10384	BTN3A3	biolink:Gene
NCBIGene:8896	BUD31	biolink:Gene
NCBIGene:84886	C1orf198	biolink:Gene
NCBIGene:23589	CARHSP1	biolink:Gene
NCBIGene:23466	CBX6	biolink:Gene
NCBIGene:168455	CCDC71L	biolink:Gene
NCBIGene:968	CD68	biolink:Gene
NCBIGene:975	CD81	biolink:Gene
NCBIGene:10602	CDC42EP3	biolink:Gene
NCBIGene:999	CDH1	biolink:Gene
NCBIGene:1052	CEBPD	biolink:Gene
NCBIGene:57214	CEMIP	biolink:Gene
NCBIGene:378708	CENPS	biolink:Gene
NCBIGene:79094	CHAC1	biolink:Gene
NCBIGene:29082	CHMP4A	biolink:Gene
NCBIGene:10370	CITED2	biolink:Gene
NCBIGene:1164	CKS2	biolink:Gene
NCBIGene:80781	COL18A1	biolink:Gene
NCBIGene:1351	COX8A	biolink:Gene
NCBIGene:51596	CUTA	biolink:Gene
NCBIGene:51523	CXXC5	biolink:Gene
NCBIGene:27122	DKK3	biolink:Gene
NCBIGene:1844	DUSP2	biolink:Gene
NCBIGene:1848	DUSP6	biolink:Gene
NCBIGene:1933	EEF1B2	biolink:Gene
NCBIGene:8668	EIF3I	biolink:Gene
NCBIGene:1982	EIF4G2	biolink:Gene
NCBIGene:51011	FAHD2A	biolink:Gene
NCBIGene:2197	FAU	biolink:Gene
NCBIGene:2199	FBLN2	biolink:Gene
NCBIGene:2250	FGF5	biolink:Gene
NCBIGene:2335	FN1	biolink:Gene
NCBIGene:51053	GMNN	biolink:Gene
NCBIGene:2745	GLRX	biolink:Gene
NCBIGene:2778	GNAS	biolink:Gene
NCBIGene:2787	GNG5	biolink:Gene
NCBIGene:65983	GRAMD2B	biolink:Gene
NCBIGene:8336	H2AC17	biolink:Gene
NCBIGene:8335	H2AC4	biolink:Gene
NCBIGene:8334	H2AC6	biolink:Gene
NCBIGene:3013	H2AC7	biolink:Gene
NCBIGene:55766	H2AJ	biolink:Gene
NCBIGene:3015	H2AZ1	biolink:Gene
NCBIGene:8970	H2BC11	biolink:Gene
NCBIGene:8349	H2BC21	biolink:Gene
NCBIGene:3017	H2BC5	biolink:Gene
NCBIGene:8344	H2BC6	biolink:Gene
NCBIGene:8352	H3C3	biolink:Gene
NCBIGene:333932	H3C15	biolink:Gene
NCBIGene:55559	HAUS7	biolink:Gene
NCBIGene:10014	HDAC5	biolink:Gene
NCBIGene:23593	HEBP2	biolink:Gene
NCBIGene:9146	HGS	biolink:Gene
NCBIGene:3178	HNRNPA1	biolink:Gene
NCBIGene:440498	HSBP1L1	biolink:Gene
NCBIGene:3399	ID3	biolink:Gene
NCBIGene:3400	ID4	biolink:Gene
NCBIGene:9592	IER2	biolink:Gene
NCBIGene:8870	IER3	biolink:Gene
NCBIGene:3589	IL11	biolink:Gene
NCBIGene:3638	INSIG1	biolink:Gene
NCBIGene:10899	JTB	biolink:Gene
NCBIGene:3726	JUNB	biolink:Gene
NCBIGene:7071	KLF10	biolink:Gene
NCBIGene:116138	KLHDC3	biolink:Gene
NCBIGene:9757	KMT2B	biolink:Gene
NCBIGene:85294	KRTAP2-4	biolink:Gene
NCBIGene:114294	LACTB	biolink:Gene
NCBIGene:221491	SMIM29	biolink:Gene
NCBIGene:4081	MAB21L1	biolink:Gene
NCBIGene:90355	MACIR	biolink:Gene
NCBIGene:55219	MACO1	biolink:Gene
NCBIGene:6300	MAPK12	biolink:Gene
NCBIGene:8932	MBD2	biolink:Gene
NCBIGene:284207	METRNL	biolink:Gene
NCBIGene:440574	MICOS10	biolink:Gene
NCBIGene:90007	MIDN	biolink:Gene
NCBIGene:2872	MKNK2	biolink:Gene
NCBITaxon:10244	Monkeypox virus	biolink:OrganismTaxon
NCBIGene:4500	MT1L	biolink:Gene
NCBIGene:4509	ATP8	biolink:Gene
NCBIGene:107075271	MTCO3P17	biolink:Gene
NCBIGene:4536	ND2	biolink:Gene
NCBIGene:100293090	MTND4P12	biolink:Gene
NCBIGene:83955	NACA4P	biolink:Gene
NCBIGene:126328	NDUFA11	biolink:Gene
NCBIGene:51079	NDUFA13	biolink:Gene
NCBIGene:4701	NDUFA7	biolink:Gene
NCBIGene:4729	NDUFV2	biolink:Gene
NCBIGene:55707	NECAP2	biolink:Gene
NCBIGene:29937	NENF	biolink:Gene
NCBIGene:4869	NPM1	biolink:Gene
NCBIGene:8761	PABPC4	biolink:Gene
NCBIGene:64236	PDLIM2	biolink:Gene
NCBIGene:387521	PEDS1	biolink:Gene
NCBIGene:22822	PHLDA1	biolink:Gene
NCBIGene:51177	PLEKHO1	biolink:Gene
NCBIGene:5347	PLK1	biolink:Gene
NCBIGene:10769	PLK2	biolink:Gene
NCBIGene:5373	PMM2	biolink:Gene
NCBIGene:5435	POLR2F	biolink:Gene
NCBIGene:79144	PPDPF	biolink:Gene
NCBIGene:26472	PPP1R14B	biolink:Gene
NCBIGene:51334	PRR16	biolink:Gene
NCBIGene:5715	PSMD9	biolink:Gene
NCBIGene:5761	PTMAP4	biolink:Gene
NCBIGene:114971	PTPMT1	biolink:Gene
NCBIGene:5908	RAP1B	biolink:Gene
NCBIGene:1827	RCAN1	biolink:Gene
NCBIGene:29803	REPIN1	biolink:Gene
NCBIGene:5998	RGS3	biolink:Gene
NCBIGene:125050	RN7SK	biolink:Gene
NCBIGene:6029	RN7SL1	biolink:Gene
NCBIGene:390	RND3	biolink:Gene
NCBIGene:10921	RNPS1	biolink:Gene
NCBIGene:26834	RNU4-2	biolink:Gene
NCBIGene:124904619	RNVU1-31	biolink:Gene
NCBIGene:6084	RNY1	biolink:Gene
NCBIGene:6086	RNY4	biolink:Gene
NCBIGene:140823	ROMO1	biolink:Gene
NCBIGene:100128936	RPL10AP6	biolink:Gene
NCBIGene:619445	RPL10P3	biolink:Gene
NCBIGene:6136	RPL12	biolink:Gene
NCBIGene:100287887	RPL13AP25	biolink:Gene
NCBIGene:388344	RPL13P12	biolink:Gene
NCBIGene:6138	RPL15	biolink:Gene
NCBIGene:653232	RPL15P3	biolink:Gene
NCBIGene:401904	RPL23AP2	biolink:Gene
NCBIGene:647099	RPL23AP42	biolink:Gene
NCBIGene:6152	RPL24	biolink:Gene
NCBIGene:6157	RPL27A	biolink:Gene
NCBIGene:6156	RPL30	biolink:Gene
NCBIGene:6160	RPL31	biolink:Gene
NCBIGene:651249	RPL34P27	biolink:Gene
NCBIGene:25873	RPL36	biolink:Gene
NCBIGene:6167	RPL37	biolink:Gene
NCBIGene:6169	RPL38	biolink:Gene
NCBIGene:100129991	RPL38P2	biolink:Gene
NCBIGene:6170	RPL39	biolink:Gene
NCBIGene:326307	RPL3P4	biolink:Gene
NCBIGene:6171	RPL41	biolink:Gene
NCBIGene:6130	RPL7A	biolink:Gene
NCBIGene:6133	RPL9	biolink:Gene
NCBIGene:254948	RPL9P8	biolink:Gene
NCBIGene:6175	RPLP0	biolink:Gene
NCBIGene:5707	PSMD1	biolink:Gene
NCBIGene:6204	RPS10	biolink:Gene
NCBIGene:729236	RPS13P2	biolink:Gene
NCBIGene:401019	RPS15P4	biolink:Gene
NCBIGene:6218	RPS17	biolink:Gene
NCBIGene:728953	RPS19P3	biolink:Gene
NCBIGene:728509	RPS19P7	biolink:Gene
NCBIGene:6224	RPS20	biolink:Gene
NCBIGene:643358	RPS27AP16	biolink:Gene
NCBIGene:6235	RPS29	biolink:Gene
NCBIGene:100130980	RPS2P35	biolink:Gene
NCBIGene:6189	RPS3A	biolink:Gene
NCBIGene:400652	RPS3AP49	biolink:Gene
NCBIGene:388363	RPS7P1	biolink:Gene
NCBIGene:23429	RYBP	biolink:Gene
NCBIGene:6284	S100A13	biolink:Gene
NCBIGene:280636	SELENOH	biolink:Gene
NCBIGene:10262	SF3B4	biolink:Gene
NCBIGene:57619	SHROOM3	biolink:Gene
NCBIGene:27173	SLC39A1	biolink:Gene
NCBIGene:54498	SMOX	biolink:Gene
NCBIGene:387066	SNHG5	biolink:Gene
NCBIGene:692084	SNORD13	biolink:Gene
NCBIGene:6633	SNRPD2	biolink:Gene
NCBIGene:6634	SNRPD3	biolink:Gene
NCBIGene:8835	SOCS2	biolink:Gene
NCBIGene:10253	SPRY2	biolink:Gene
NCBIGene:6432	SRSF7	biolink:Gene
NCBIGene:8683	SRSF9	biolink:Gene
NCBIGene:6742	SSBP1	biolink:Gene
NCBIGene:6751	SSTR1	biolink:Gene
NCBIGene:56910	STARD7	biolink:Gene
NCBIGene:6781	STC1	biolink:Gene
NCBIGene:8614	STC2	biolink:Gene
NCBIGene:85360	SYDE1	biolink:Gene
NCBIGene:6881	TAF10	biolink:Gene
NCBIGene:51372	TMA7	biolink:Gene
NCBIGene:51643	TMBIM4	biolink:Gene
NCBIGene:7126	TNFAIP1	biolink:Gene
NCBIGene:7178	TPT1	biolink:Gene
NCBIGene:7218	TRP-AGG2-6	biolink:Gene
NCBIGene:8848	TSC22D1	biolink:Gene
NCBIGene:10628	TXNIP	biolink:Gene
NCBIGene:7388	UQCRH	biolink:Gene
NCBIGene:54532	USP53	biolink:Gene
NCBIGene:7417	VDAC2	biolink:Gene
NCBIGene:7422	VEGFA	biolink:Gene
NCBIGene:56664	VTRNA1-1	biolink:Gene
NCBIGene:56663	VTRNA1-2	biolink:Gene
NCBIGene:56662	VTRNA1-3	biolink:Gene
NCBIGene:84272	YIPF4	biolink:Gene
NCBIGene:51341	ZBTB7A	biolink:Gene
NCBIGene:90850	ZNF598	biolink:Gene
NCBIGene:7791	ZYX	biolink:Gene
NCBITaxon:85025	Nocardiaceae	biolink:OrganismTaxon
UMLS:C3597114	Orbaceae	biolink:OrganismTaxon
NCBITaxon:84997	Rubrobacteraceae	biolink:OrganismTaxon
NCBITaxon:85030	Geodermatophilaceae	biolink:OrganismTaxon
CHEBI:16393	Sphingosine	biolink:SmallMolecule
CHEBI:133178	6-ketopiperidine-2-carboxylate	biolink:SmallMolecule
CHEBI:17802	pseudouridine	biolink:SmallMolecule
CHEBI:133114	5alpha-androstane-3beta,17beta-diol disulfate anion	biolink:ChemicalEntity
CHEBI:30780	maleate(2-)	biolink:SmallMolecule
CHEBI:83036	7alpha-hydroxy-3-oxo-4-cholestenoic acid	biolink:SmallMolecule
PUBCHEM.COMPOUND:5066234	Sucralose	biolink:SmallMolecule
CHEBI:18095	Hydroxyproline	biolink:SmallMolecule
CHEBI:17474	Estrone sulfate	biolink:SmallMolecule
CHEBI:19227	2'-O-methyluridine	biolink:SmallMolecule
HMDB:HMDB0242125	((2-Amino-3-((2-amino-3-((carboxymethyl)amino)-3-oxopropyl)dithio)propanoyl)amino)acetic acid	biolink:SmallMolecule
CHEBI:133684	glycochenodeoxycholic acid glucuronide anion	biolink:ChemicalEntity
CHEBI:73685	N(2)-acetylglutamine	biolink:SmallMolecule
CHEBI:21949	O-butanoyl-L-carnitine	biolink:SmallMolecule
CHEBI:49096	3-aminoisobutyrate	biolink:SmallMolecule
PUBCHEM.COMPOUND:129822188	cis-3,4-Methylene-heptanoylglycine	biolink:SmallMolecule
CHEBI:30839	orotate	biolink:SmallMolecule
CHEBI:142420	2-aminooctanoate	biolink:SmallMolecule
CHEBI:232841	decadienedioic acid	biolink:SmallMolecule
CHEBI:28238	3-FORMYLINDOLE	biolink:SmallMolecule
CHEBI:33161	cis-obtusilate	biolink:SmallMolecule
CHEBI:18344	Kynurenic Acid	biolink:SmallMolecule
CHEBI:84765	beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-N-[(15Z)-tetracosenoyl]sphingosine	biolink:SmallMolecule
PUBCHEM.COMPOUND:25223701	PHOSPHATIDYLCHOLINE	biolink:SmallMolecule
UMLS:C5187432	-	biolink:PhenotypicFeature
CHEBI:32643	5-acetamido-6-formamido-3-methyluracil	biolink:SmallMolecule
CHEBI:15728	4-guanidinobutanoic acid	biolink:SmallMolecule
CHEBI:165601	CAR(24:0)	biolink:SmallMolecule
CHEBI:133217	bisorcic	biolink:SmallMolecule
PUBCHEM.COMPOUND:11147906	methylxanthine	biolink:SmallMolecule
CHEBI:50347	L-asparagine residue	biolink:SmallMolecule
CHEBI:76308	tetradecanedioic acid	biolink:SmallMolecule
CHEBI:70749	O-hexanoylcarnitine	biolink:SmallMolecule
CHEBI:70979	N-isobutyrylglycine	biolink:SmallMolecule
CHEBI:232906	octadecenedioylcarnitine	biolink:SmallMolecule
CHEBI:73081	O-(15-carboxypentadecanoyl)carnitine	biolink:SmallMolecule
CHEBI:37451	3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid	biolink:SmallMolecule
CHEBI:17925	alpha-D-glucose	biolink:SmallMolecule
CHEBI:73048	O-[(4Z)-decenoyl]carnitine	biolink:SmallMolecule
PUBCHEM.COMPOUND:90657642	Octadecenedioate	biolink:SmallMolecule
PUBCHEM.COMPOUND:28880746	Hexanoylglutamine	biolink:SmallMolecule
UMLS:C0805020	Adipoylcarnitine	biolink:ChemicalEntity
PUBCHEM.COMPOUND:142470748	Oleoyl-arachidonoyl-glycerol	biolink:SmallMolecule
UNII:7I4L2D0E9G	ALLIIN	biolink:SmallMolecule
PUBCHEM.COMPOUND:3036008	glutarylcarnitine	biolink:SmallMolecule
CHEBI:11951	4-acetamidobutanoate	biolink:SmallMolecule
CHEBI:76079	2-arachidonoyl-sn-glycero-3-phosphocholine	biolink:SmallMolecule
CHEBI:32395	arachidonate	biolink:SmallMolecule
CHEBI:70984	N-isovalerylglycine	biolink:SmallMolecule
CHEBI:189711	arachidonoyl-L-carnitine	biolink:SmallMolecule
PUBCHEM.COMPOUND:142470751	Linoleoyl-arachidonoyl-glycerol	biolink:SmallMolecule
CHEBI:91316	(S)-methylsuccinic acid	biolink:SmallMolecule
CHEBI:89379	gamma-CEHC	biolink:SmallMolecule
UNII:34U8W7RF8Q	indole-3-glyoxylic acid	biolink:SmallMolecule
CHEBI:27487	3-(imidazol-5-yl)lactic acid	biolink:SmallMolecule
CHEBI:133511	3-hydroxyoctanoate	biolink:SmallMolecule
CHEBI:43474	hydrogenphosphate	biolink:SmallMolecule
CHEBI:17310	Pyridoxal	biolink:SmallMolecule
CHEBI:29016	arginine	biolink:SmallMolecule
NCBIGene:16	AARS1	biolink:Gene
NCBIGene:63874	ABHD4	biolink:Gene
NCBIGene:29777	ABT1	biolink:Gene
NCBIGene:65057	ACD	biolink:Gene
NCBIGene:59	ACTA2	biolink:Gene
NCBIGene:70	ACTC1	biolink:Gene
NCBIGene:121536	AEBP2	biolink:Gene
NCBIGene:4301	AFDN	biolink:Gene
NCBIGene:27125	AFF4	biolink:Gene
NCBIGene:100130776	AGAP2-AS1	biolink:Gene
NCBIGene:55750	AGK	biolink:Gene
NCBIGene:25909	AHCTF1	biolink:Gene
NCBIGene:54998	AURKAIP1	biolink:Gene
NCBIGene:84962	AJUBA	biolink:Gene
NCBIGene:203	AK1	biolink:Gene
NCBIGene:84335	AKT1S1	biolink:Gene
NCBIGene:221	ALDH3B1	biolink:Gene
NCBIGene:8659	ALDH4A1	biolink:Gene
NCBIGene:56052	ALG1	biolink:Gene
NCBIGene:23253	ANKRD12	biolink:Gene
NCBIGene:284615	ANKRD34A	biolink:Gene
NCBIGene:8125	ANP32A	biolink:Gene
NCBIGene:81611	ANP32E	biolink:Gene
NCBIGene:311	ANXA11	biolink:Gene
NCBIGene:1173	AP2M1	biolink:Gene
NCBIGene:1175	AP2S1	biolink:Gene
NCBIGene:55317	AP5S1	biolink:Gene
NCBIGene:317	APAF1	biolink:Gene
NCBIGene:147495	APCDD1	biolink:Gene
NCBIGene:27301	APEX2	biolink:Gene
NCBIGene:374	AREG	biolink:Gene
NCBIGene:84364	ARFGAP2	biolink:Gene
NCBIGene:396	ARHGDIA	biolink:Gene
NCBIGene:9639	ARHGEF10	biolink:Gene
NCBIGene:51742	ARID4B	biolink:Gene
NCBIGene:200894	ARL13B	biolink:Gene
NCBIGene:221079	ARL5B	biolink:Gene
NCBIGene:100131755	ARMCX4	biolink:Gene
NCBIGene:406	BMAL1	biolink:Gene
NCBIGene:27106	ARRDC2	biolink:Gene
NCBIGene:57561	ARRDC3	biolink:Gene
NCBIGene:55723	ASF1B	biolink:Gene
NCBIGene:79058	ASPSCR1	biolink:Gene
NCBIGene:11101	ATE1	biolink:Gene
NCBIGene:84913	ATOH8	biolink:Gene
NCBIGene:79572	ATP13A3	biolink:Gene
NCBIGene:23545	ATP6V0A2	biolink:Gene
NCBIGene:9114	ATP6V0D1	biolink:Gene
NCBIGene:552889	ATXN7L3B	biolink:Gene
NCBIGene:6790	AURKA	biolink:Gene
NCBIGene:60370	AVPI1	biolink:Gene
NCBIGene:8312	AXIN1	biolink:Gene
NCBIGene:10678	B3GNT2	biolink:Gene
NCBIGene:84752	B3GNT9	biolink:Gene
NCBIGene:11177	BAZ1A	biolink:Gene
NCBIGene:587	BCAT2	biolink:Gene
NCBIGene:55814	BDP1	biolink:Gene
NCBIGene:666	BOK	biolink:Gene
NCBIGene:23774	BRD1	biolink:Gene
NCBIGene:6046	BRD2	biolink:Gene
NCBIGene:53339	BTBD1	biolink:Gene
NCBIGene:79096	CSTPP1	biolink:Gene
NCBIGene:83638	C11orf68	biolink:Gene
NCBIGene:221545	C6orf136	biolink:Gene
NCBIGene:57827	C6orf47	biolink:Gene
NCBIGene:414919	C8orf82	biolink:Gene
NCBIGene:51719	CAB39	biolink:Gene
NCBIGene:124583	CANT1	biolink:Gene
NCBIGene:23473	CAPN7	biolink:Gene
NCBIGene:284119	CAVIN1	biolink:Gene
NCBIGene:112464	CAVIN3	biolink:Gene
NCBIGene:255057	CBARP	biolink:Gene
NCBIGene:874	CBR3	biolink:Gene
NCBIGene:147372	CCBE1	biolink:Gene
NCBIGene:154467	CCDC167	biolink:Gene
NCBIGene:79140	CCDC28B	biolink:Gene
NCBIGene:729440	CCDC61	biolink:Gene
NCBIGene:79780	CCDC82	biolink:Gene
NCBIGene:90324	CCDC97	biolink:Gene
NCBIGene:899	CCNF	biolink:Gene
NCBIGene:4171	MCM2	biolink:Gene
NCBIGene:57124	CD248	biolink:Gene
NCBIGene:80381	CD276	biolink:Gene
NCBIGene:23607	CD2AP	biolink:Gene
NCBIGene:10421	CD2BP2	biolink:Gene
NCBIGene:991	CDC20	biolink:Gene
NCBIGene:994	CDC25B	biolink:Gene
NCBIGene:79577	CDC73	biolink:Gene
NCBIGene:83461	CDCA3	biolink:Gene
NCBIGene:55143	CDCA8	biolink:Gene
NCBIGene:29965	CDIP1	biolink:Gene
NCBIGene:5128	CDK17	biolink:Gene
NCBIGene:10263	CDK2AP2	biolink:Gene
NCBIGene:1031	CDKN2C	biolink:Gene
NCBIGene:9425	CDYL	biolink:Gene
NCBIGene:80152	CENPT	biolink:Gene
NCBIGene:253782	CERS6	biolink:Gene
NCBIGene:115004	CGAS	biolink:Gene
NCBIGene:10668	CGRRF1	biolink:Gene
NCBIGene:1105	CHD1	biolink:Gene
NCBIGene:79643	CHMP6	biolink:Gene
NCBIGene:1147	CHUK	biolink:Gene
NCBIGene:23529	CLCF1	biolink:Gene
NCBIGene:1186	CLCN7	biolink:Gene
NCBIGene:1195	CLK1	biolink:Gene
NCBIGene:57396	CLK4	biolink:Gene
NCBIGene:1191	CLU	biolink:Gene
NCBIGene:1265	CNN2	biolink:Gene
NCBIGene:64708	COPS7B	biolink:Gene
NCBIGene:22818	COPZ1	biolink:Gene
NCBIGene:80315	CPEB4	biolink:Gene
NCBIGene:80772	CPTP	biolink:Gene
NCBIGene:100288911	CRIM1-DT	biolink:Gene
NCBIGene:1410	CRYAB	biolink:Gene
NCBIGene:55454	CSGALNACT2	biolink:Gene
NCBIGene:1456	CSNK1G3	biolink:Gene
NCBIGene:1465	CSRP1	biolink:Gene
NCBIGene:3576	CXCL8	biolink:Gene
NCBIGene:79415	CYBC1	biolink:Gene
NCBIGene:1601	DAB2	biolink:Gene
NCBIGene:131566	DCBLD2	biolink:Gene
NCBIGene:167227	DCP2	biolink:Gene
NCBIGene:79016	DDA1	biolink:Gene
NCBIGene:55308	DDX19A	biolink:Gene
NCBIGene:163486	DENND1B	biolink:Gene
NCBIGene:160851	DGKH	biolink:Gene
NCBIGene:1718	DHCR24	biolink:Gene
NCBIGene:9249	DHRS3	biolink:Gene
NCBIGene:388650	DIPK1A	biolink:Gene
NCBIGene:1746	DLX2	biolink:Gene
NCBIGene:1760	DMPK	biolink:Gene
NCBIGene:3301	DNAJA1	biolink:Gene
NCBIGene:3337	DNAJB1	biolink:Gene
NCBIGene:202052	DNAJC18	biolink:Gene
NCBIGene:84277	DNAJC30	biolink:Gene
NCBIGene:5977	DPF2	biolink:Gene
NCBIGene:8818	DPM2	biolink:Gene
NCBIGene:11221	DUSP10	biolink:Gene
NCBIGene:9149	DYRK1B	biolink:Gene
NCBIGene:80267	EDEM3	biolink:Gene
NCBIGene:8726	EED	biolink:Gene
NCBIGene:60678	EEFSEC	biolink:Gene
NCBIGene:80303	EFHD1	biolink:Gene
NCBIGene:23167	EFR3A	biolink:Gene
NCBIGene:10938	EHD1	biolink:Gene
NCBIGene:30846	EHD2	biolink:Gene
NCBIGene:1983	EIF5	biolink:Gene
NCBIGene:84337	ELOF1	biolink:Gene
NCBIGene:2006	ELN	biolink:Gene
NCBIGene:26284	ERAL1	biolink:Gene
NCBIGene:2069	EREG	biolink:Gene
NCBIGene:115704	EVI5L	biolink:Gene
NCBIGene:2150	F2RL1	biolink:Gene
NCBIGene:80233	FAAP100	biolink:Gene
NCBIGene:374393	FAM111B	biolink:Gene
NCBIGene:83986	FAM234A	biolink:Gene
NCBIGene:81610	FAM83D	biolink:Gene
NCBIGene:84188	FAR1	biolink:Gene
NCBIGene:10922	FASTK	biolink:Gene
NCBIGene:79176	FBXL15	biolink:Gene
NCBIGene:80028	FBXL18	biolink:Gene
NCBIGene:26259	FBXW8	biolink:Gene
NCBIGene:9214	FCMR	biolink:Gene
NCBIGene:2237	FEN1	biolink:Gene
NCBIGene:106478973	FMR1-IT1	biolink:Gene
NCBIGene:54874	FNBP1L	biolink:Gene
NCBIGene:23360	FNBP4	biolink:Gene
NCBIGene:643988	FNDC10	biolink:Gene
NCBIGene:2342	FNTB	biolink:Gene
NCBIGene:668	FOXL2	biolink:Gene
NCBIGene:2356	FPGS	biolink:Gene
NCBIGene:6624	FSCN1	biolink:Gene
NCBIGene:51083	GAL	biolink:Gene
NCBIGene:8139	GAN	biolink:Gene
NCBIGene:2619	GAS1	biolink:Gene
NCBIGene:10634	GAS2L1	biolink:Gene
NCBIGene:57798	GATAD1	biolink:Gene
NCBIGene:2729	GCLC	biolink:Gene
NCBIGene:9518	GDF15	biolink:Gene
NCBIGene:9945	GFPT2	biolink:Gene
NCBIGene:10755	GIPC1	biolink:Gene
NCBIGene:2766	GMPR	biolink:Gene
NCBIGene:64689	GORASP1	biolink:Gene
NCBIGene:11245	GPR176	biolink:Gene
NCBIGene:160897	GPR180	biolink:Gene
NCBIGene:9052	GPRC5A	biolink:Gene
NCBIGene:2948	GSTM4	biolink:Gene
NCBIGene:83606	GUCD1	biolink:Gene
NCBIGene:2997	GYS1	biolink:Gene
NCBIGene:8971	H1-10	biolink:Gene
NCBIGene:3007	H1-3	biolink:Gene
NCBIGene:3008	H1-4	biolink:Gene
NCBIGene:85235	H2AC12	biolink:Gene
NCBIGene:8338	H2AC20	biolink:Gene
NCBIGene:3014	H2AX	biolink:Gene
NCBIGene:8341	H2BC15	biolink:Gene
NCBIGene:8345	H2BC9	biolink:Gene
NCBIGene:3021	H3-3B	biolink:Gene
NCBIGene:3037	HAS2	biolink:Gene
NCBIGene:594842	HAS2-AS1	biolink:Gene
NCBIGene:1839	HBEGF	biolink:Gene
NCBIGene:28996	HIPK2	biolink:Gene
NCBIGene:10114	HIPK3	biolink:Gene
NCBIGene:3157	HMGCS1	biolink:Gene
NCBIGene:3162	HMOX1	biolink:Gene
NCBIGene:3182	HNRNPAB	biolink:Gene
NCBIGene:9456	HOMER1	biolink:Gene
NCBIGene:84376	HOOK3	biolink:Gene
NCBIGene:3204	HOXA7	biolink:Gene
NCBIGene:64342	HS1BP3	biolink:Gene
NCBIGene:9955	HS3ST3A1	biolink:Gene
NCBIGene:3028	HSD17B10	biolink:Gene
NCBIGene:80270	HSD3B7	biolink:Gene
NCBIGene:51182	HSPA14	biolink:Gene
NCBIGene:27129	HSPB7	biolink:Gene
NCBIGene:10808	HSPH1	biolink:Gene
NCBIGene:5654	HTRA1	biolink:Gene
NCBIGene:219844	HYLS1	biolink:Gene
NCBIGene:3383	ICAM1	biolink:Gene
