subject	origonal_subject	subject_name	subject_category	subject_mapped_with_taxon	subject_mapped_with_database	subject_mapped_with_level	object	origonal_object	object_name	object_category	object_mapped_with_taxon	object_mapped_with_database	object_mapped_with_level	article_curie	config_curator_name	config_curator_organization	file_name	pmc_file_caption	sample_size	p_value	multiple_testing_correction_method	assertion_strength	assertion_method	notes	knowledge_level	agent_type
NCBITaxon:906	Megasphaera	Megasphaera	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000017	FDR of 10 percent	-0.15643889799999999	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:906	Megasphaera	Megasphaera	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000380	FDR of 10 percent	-0.25965725299999998	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.34949170800000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1375	Aerococcus	Aerococcus	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.51512119700000003	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2093	Mycoplasma	Mycoplasma	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.68782934699999998	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1077406	Peptoniphilus	Peptoniphilus	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.390271757	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.21830411999999999	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:838	Prevotella	Prevotella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000001	FDR of 10 percent	-0.36654643399999998	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1008539	Dialister	Dialister	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.31926766200000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1077406	Peptoniphilus	Peptoniphilus	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.50347764699999997	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.214381453	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:838	Prevotella	Prevotella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.39519267600000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000006	FDR of 10 percent	-0.299084399	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000022	FDR of 10 percent	-0.247023355	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:838	Prevotella	Prevotella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.56688418600000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:906	Megasphaera	Megasphaera	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-1.316668342	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1008539	Dialister	Dialister	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.43525915700000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1375	Aerococcus	Aerococcus	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.317262773	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.448719376	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:838	Prevotella	Prevotella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	3.4962639999999998E-3	FDR of 10 percent	-0.44964770700000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	6.9199750000000001E-3	FDR of 10 percent	-0.38798153600000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:906	Megasphaera	Megasphaera	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	2.80664E-3	FDR of 10 percent	-0.23536261	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:838	Prevotella	Prevotella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.46708955200000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1380	Atopobium	Atopobium	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.397425584	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:838	Prevotella	Prevotella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-1.092470024	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:165779	Anaerococcus	Anaerococcus	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.39458969900000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1378	Gemella	Gemella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.52206233800000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.372342273	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1079817	Sneathia	Sneathia	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.53136968399999995	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1380	Atopobium	Atopobium	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.50360667800000003	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:118747	Bulleidia	Bulleidia	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.72813475299999997	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:2701	Gardnerella	Gardnerella	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.25135886200000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1008539	Dialister	Dialister	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.42866825800000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1079817	Sneathia	Sneathia	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.42956314000000001	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
UMLS:C1079817	Sneathia	Sneathia	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.43997385900000002	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1380	Atopobium	Atopobium	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.33844130500000003	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:1578	Lactobacillus	Lactobacillus	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000009	FDR of 10 percent	0.27178047799999999	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:236752	Fastidiosipila	Fastidiosipila	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.49987566300000003	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
NCBITaxon:543311	Parvimonas	Parvimonas	biolink:OrganismTaxon	not applicable	babel	L1	EFO:0005112	gestational age	gestational age	biolink:PhenotypicFeature	not applicable	babel	L1	PMC:PMC10434204	Skye Lane Goetz	Institute for Systems Biology	spectrum.03429-22-s0001.xlsx	not applicable	474	0.000000	FDR of 10 percent	-0.55206084499999997	LME model	Comparison of analyses evaluating the relationship between gestational age and the vaginal microbiota using absolute abundance analysis (Analysis of Composition of Microbiomes; ANCOM) and relative abundance analysis (Linear mixed-effects models; LME).	statistical_association	data_analysis_pipeline
